time	channel1	channel2	channel3	channel4	channel5	channel6	channel7	channel8	class
1	1e-05	1e-05	1e-05	1e-05	-2e-05	0	0	0.00012	0
3	1e-05	1e-05	1e-05	1e-05	-2e-05	0	0	0.00012	0
4	1e-05	1e-05	1e-05	1e-05	-2e-05	0	0	0.00012	0
5	1e-05	1e-05	1e-05	1e-05	-2e-05	0	0	0.00012	0
6	1e-05	1e-05	1e-05	1e-05	-2e-05	0	0	0.00012	0
7	1e-05	1e-05	1e-05	1e-05	-2e-05	0	0	0.00012	0
8	1e-05	1e-05	1e-05	1e-05	-2e-05	0	0	0.00012	0
9	1e-05	1e-05	1e-05	1e-05	-2e-05	0	0	0.00012	0
10	1e-05	1e-05	1e-05	1e-05	-2e-05	0	0	0.00012	0
11	1e-05	1e-05	1e-05	1e-05	-2e-05	0	0	0.00012	0
12	1e-05	1e-05	1e-05	1e-05	-2e-05	0	0	0.00012	0
13	1e-05	1e-05	1e-05	1e-05	-2e-05	0	0	0.00012	0
14	1e-05	1e-05	1e-05	1e-05	-2e-05	0	0	0.00012	0
15	1e-05	1e-05	1e-05	1e-05	-2e-05	0	0	0.00012	0
16	0	-3e-05	-3e-05	-1e-05	-1e-05	-1e-05	-5e-05	1e-05	0
17	-2e-05	-2e-05	-3e-05	0	1e-05	-3e-05	-6e-05	-3e-05	0
18	-2e-05	-2e-05	-3e-05	0	1e-05	-3e-05	-6e-05	-3e-05	0
19	-2e-05	-2e-05	-3e-05	0	1e-05	-3e-05	-6e-05	-3e-05	0
20	-2e-05	-2e-05	-3e-05	0	1e-05	-3e-05	-6e-05	-3e-05	0
21	-2e-05	-2e-05	-3e-05	0	1e-05	-3e-05	-6e-05	-3e-05	0
22	-2e-05	-2e-05	-3e-05	0	1e-05	-3e-05	-6e-05	-3e-05	0
23	-2e-05	-2e-05	-3e-05	0	1e-05	-3e-05	-6e-05	-3e-05	0
24	-2e-05	-2e-05	-3e-05	0	1e-05	-3e-05	-6e-05	-3e-05	0
25	-2e-05	-2e-05	-3e-05	0	1e-05	-3e-05	-6e-05	-3e-05	0
26	-2e-05	-2e-05	-3e-05	0	1e-05	-3e-05	-6e-05	-3e-05	0
27	-2e-05	-2e-05	-3e-05	0	1e-05	-3e-05	-6e-05	-3e-05	0
28	-2e-05	-2e-05	-3e-05	0	1e-05	-3e-05	-6e-05	-3e-05	0
29	-2e-05	-2e-05	-3e-05	0	1e-05	-3e-05	-6e-05	-3e-05	0
30	-2e-05	-2e-05	-3e-05	0	1e-05	-3e-05	-6e-05	-3e-05	0
31	-2e-05	-2e-05	-3e-05	0	1e-05	-3e-05	-6e-05	-3e-05	0
32	-2e-05	-2e-05	-3e-05	0	1e-05	-3e-05	-6e-05	-3e-05	0
33	-2e-05	-2e-05	-3e-05	0	1e-05	-3e-05	-6e-05	-3e-05	0
34	-2e-05	-2e-05	-3e-05	0	1e-05	-3e-05	-6e-05	-3e-05	0
35	-2e-05	-2e-05	-3e-05	0	1e-05	-3e-05	-6e-05	-3e-05	0
39	-2e-05	-2e-05	-3e-05	0	1e-05	-3e-05	-6e-05	-3e-05	0
40	1e-05	-2e-05	0	1e-05	-1e-05	-2e-05	-5e-05	-7e-05	0
41	1e-05	-2e-05	0	1e-05	-1e-05	-2e-05	-5e-05	-7e-05	0
42	1e-05	-2e-05	0	1e-05	-1e-05	-2e-05	-5e-05	-7e-05	0
43	1e-05	-2e-05	0	1e-05	-1e-05	-2e-05	-5e-05	-7e-05	0
44	1e-05	-2e-05	0	1e-05	-1e-05	-2e-05	-5e-05	-7e-05	0
45	1e-05	-2e-05	0	1e-05	-1e-05	-2e-05	-5e-05	-7e-05	0
46	1e-05	-2e-05	0	1e-05	-1e-05	-2e-05	-5e-05	-7e-05	0
47	1e-05	-2e-05	0	1e-05	-1e-05	-2e-05	-5e-05	-7e-05	0
48	1e-05	-2e-05	0	1e-05	-1e-05	-2e-05	-5e-05	-7e-05	0
49	1e-05	-2e-05	0	1e-05	-1e-05	-2e-05	-5e-05	-7e-05	0
50	1e-05	-2e-05	0	1e-05	-1e-05	-2e-05	-5e-05	-7e-05	0
51	1e-05	-2e-05	0	1e-05	-1e-05	-2e-05	-5e-05	-7e-05	0
52	1e-05	-2e-05	0	1e-05	-1e-05	-2e-05	-5e-05	-7e-05	0
53	3e-05	1e-05	0	-3e-05	0	-1e-05	-1e-05	0.00014	0
54	3e-05	1e-05	0	-3e-05	0	-1e-05	-1e-05	0.00014	0
55	-3e-05	-1e-05	0	-2e-05	-3e-05	-1e-05	-1e-05	0	0
56	-3e-05	-1e-05	0	-2e-05	-3e-05	-1e-05	-1e-05	0	0
57	-3e-05	-1e-05	0	-2e-05	-3e-05	-1e-05	-1e-05	0	0
58	-3e-05	-1e-05	0	-2e-05	-3e-05	-1e-05	-1e-05	0	0
59	-3e-05	-1e-05	0	-2e-05	-3e-05	-1e-05	-1e-05	0	0
60	-3e-05	-1e-05	0	-2e-05	-3e-05	-1e-05	-1e-05	0	0
61	-3e-05	-1e-05	0	-2e-05	-3e-05	-1e-05	-1e-05	0	0
62	-3e-05	-1e-05	0	-2e-05	-3e-05	-1e-05	-1e-05	0	0
63	-3e-05	-1e-05	0	-2e-05	-3e-05	-1e-05	-1e-05	0	0
64	-3e-05	-1e-05	0	-2e-05	-3e-05	-1e-05	-1e-05	0	0
65	-3e-05	-1e-05	0	-2e-05	-3e-05	-1e-05	-1e-05	0	0
66	-3e-05	-1e-05	0	-2e-05	-3e-05	-1e-05	-1e-05	0	0
67	-3e-05	-1e-05	0	-2e-05	-3e-05	-1e-05	-1e-05	0	0
68	-3e-05	-1e-05	0	-2e-05	-3e-05	-1e-05	-1e-05	0	0
69	-3e-05	-1e-05	0	-2e-05	-3e-05	-1e-05	-1e-05	0	0
70	-3e-05	-1e-05	0	-2e-05	-3e-05	-1e-05	-1e-05	0	0
71	-3e-05	-1e-05	0	-2e-05	-3e-05	-1e-05	-1e-05	0	0
72	-3e-05	-1e-05	0	-2e-05	-3e-05	-1e-05	-1e-05	0	0
73	-3e-05	-1e-05	0	-2e-05	-3e-05	-1e-05	-1e-05	0	0
74	-3e-05	-1e-05	0	-2e-05	-3e-05	-1e-05	-1e-05	0	0
75	-1e-05	0	-2e-05	-1e-05	-1e-05	-1e-05	-1e-05	-9e-05	0
76	2e-05	0	1e-05	0	-1e-05	-1e-05	-1e-05	-1e-05	0
77	1e-05	1e-05	1e-05	-1e-05	-2e-05	-3e-05	-7e-05	-5e-05	0
78	1e-05	1e-05	1e-05	-1e-05	-2e-05	-3e-05	-7e-05	-5e-05	0
79	1e-05	1e-05	1e-05	-1e-05	-2e-05	-3e-05	-7e-05	-5e-05	0
