time	channel1	channel2	channel3	channel4	channel5	channel6	channel7	channel8	class
1	1e-05	0	1e-05	1e-05	0	-2e-05	-1e-05	-1e-05	0
4	1e-05	0	1e-05	1e-05	0	-2e-05	-1e-05	-1e-05	0
5	1e-05	0	1e-05	1e-05	0	-2e-05	-1e-05	-1e-05	0
6	1e-05	0	1e-05	1e-05	0	-2e-05	-1e-05	-1e-05	0
7	0	-2e-05	1e-05	1e-05	0	0	0	0	0
8	-1e-05	1e-05	4e-05	0	-1e-05	-2e-05	-2e-05	-2e-05	0
9	-1e-05	1e-05	4e-05	0	-1e-05	-2e-05	-2e-05	-2e-05	0
10	-1e-05	-3e-05	-4e-05	2e-05	1e-05	0	1e-05	-3e-05	0
11	-1e-05	-3e-05	-4e-05	2e-05	1e-05	0	1e-05	-3e-05	0
12	-1e-05	-3e-05	-4e-05	2e-05	1e-05	0	1e-05	-3e-05	0
13	-1e-05	-3e-05	-4e-05	2e-05	1e-05	0	1e-05	-3e-05	0
14	-1e-05	-3e-05	-4e-05	2e-05	1e-05	0	1e-05	-3e-05	0
15	-1e-05	-3e-05	-4e-05	2e-05	1e-05	0	1e-05	-3e-05	0
16	-1e-05	-3e-05	-4e-05	2e-05	1e-05	0	1e-05	-3e-05	0
17	-1e-05	-3e-05	-4e-05	2e-05	1e-05	0	1e-05	-3e-05	0
18	-1e-05	-3e-05	-4e-05	2e-05	1e-05	0	1e-05	-3e-05	0
19	-1e-05	-3e-05	-4e-05	2e-05	1e-05	0	1e-05	-3e-05	0
20	-1e-05	-3e-05	-4e-05	2e-05	1e-05	0	1e-05	-3e-05	0
21	-1e-05	-3e-05	-4e-05	2e-05	1e-05	0	1e-05	-3e-05	0
22	-1e-05	-3e-05	-4e-05	2e-05	1e-05	0	1e-05	-3e-05	0
23	-1e-05	-3e-05	-4e-05	2e-05	1e-05	0	1e-05	-3e-05	0
24	-1e-05	-3e-05	-4e-05	2e-05	1e-05	0	1e-05	-3e-05	0
25	-1e-05	-3e-05	-4e-05	2e-05	1e-05	0	1e-05	-3e-05	0
26	-1e-05	-3e-05	-4e-05	2e-05	1e-05	0	1e-05	-3e-05	0
27	-1e-05	-3e-05	-4e-05	2e-05	1e-05	0	1e-05	-3e-05	0
28	-1e-05	-3e-05	-4e-05	2e-05	1e-05	0	1e-05	-3e-05	0
29	-1e-05	-3e-05	-4e-05	2e-05	1e-05	0	1e-05	-3e-05	0
30	-2e-05	-4e-05	-4e-05	5e-05	0	0	-1e-05	-1e-05	0
31	-2e-05	-4e-05	-4e-05	5e-05	0	0	-1e-05	-1e-05	0
33	1e-05	2e-05	2e-05	2e-05	0	-1e-05	-1e-05	-2e-05	0
34	1e-05	2e-05	2e-05	2e-05	0	-1e-05	-1e-05	-2e-05	0
35	1e-05	2e-05	2e-05	2e-05	0	-1e-05	-1e-05	-2e-05	0
43	1e-05	2e-05	2e-05	2e-05	0	-1e-05	-1e-05	-2e-05	0
44	1e-05	2e-05	2e-05	2e-05	0	-1e-05	-1e-05	-2e-05	0
45	1e-05	2e-05	2e-05	2e-05	0	-1e-05	-1e-05	-2e-05	0
46	1e-05	2e-05	2e-05	2e-05	0	-1e-05	-1e-05	-2e-05	0
47	1e-05	2e-05	2e-05	2e-05	0	-1e-05	-1e-05	-2e-05	0
48	1e-05	2e-05	2e-05	2e-05	0	-1e-05	-1e-05	-2e-05	0
49	1e-05	2e-05	2e-05	2e-05	0	-1e-05	-1e-05	-2e-05	0
50	1e-05	2e-05	2e-05	2e-05	0	-1e-05	-1e-05	-2e-05	0
51	1e-05	2e-05	2e-05	2e-05	0	-1e-05	-1e-05	-2e-05	0
52	-1e-05	0	1e-05	-3e-05	-2e-05	1e-05	0	-1e-05	0
