time	channel1	channel2	channel3	channel4	channel5	channel6	channel7	channel8	class
1	-2e-05	-3e-05	4e-05	-7e-05	-5e-05	-3e-05	1e-05	2e-05	0
4	-2e-05	-3e-05	4e-05	-7e-05	-5e-05	-3e-05	1e-05	2e-05	0
5	-2e-05	-3e-05	4e-05	-7e-05	-5e-05	-3e-05	1e-05	2e-05	0
7	-2e-05	-3e-05	4e-05	-7e-05	-5e-05	-3e-05	1e-05	2e-05	0
9	-2e-05	-3e-05	4e-05	-7e-05	-5e-05	-3e-05	1e-05	2e-05	0
10	-2e-05	-3e-05	4e-05	-7e-05	-5e-05	-3e-05	1e-05	2e-05	0
11	-2e-05	-3e-05	4e-05	-7e-05	-5e-05	-3e-05	1e-05	2e-05	0
12	-2e-05	-3e-05	4e-05	-7e-05	-5e-05	-3e-05	1e-05	2e-05	0
13	-2e-05	-3e-05	4e-05	-7e-05	-5e-05	-3e-05	1e-05	2e-05	0
14	-2e-05	-3e-05	4e-05	-7e-05	-5e-05	-3e-05	1e-05	2e-05	0
15	-2e-05	-3e-05	4e-05	-7e-05	-5e-05	-3e-05	1e-05	2e-05	0
16	-2e-05	-3e-05	4e-05	-7e-05	-5e-05	-3e-05	1e-05	2e-05	0
17	0	1e-05	0.00013	6e-05	0	-1e-05	-1e-05	-1e-05	0
18	0	1e-05	5e-05	5e-05	-2e-05	0	1e-05	0	0
19	-1e-05	3e-05	-0.00014	4e-05	-3e-05	0	-2e-05	-2e-05	0
21	-1e-05	3e-05	-0.00014	4e-05	-3e-05	0	-2e-05	-2e-05	0
22	-1e-05	3e-05	-0.00014	4e-05	-3e-05	0	-2e-05	-2e-05	0
23	-1e-05	3e-05	-0.00014	4e-05	-3e-05	0	-2e-05	-2e-05	0
24	-1e-05	3e-05	-0.00014	4e-05	-3e-05	0	-2e-05	-2e-05	0
25	-1e-05	3e-05	-0.00014	4e-05	-3e-05	0	-2e-05	-2e-05	0
26	-1e-05	3e-05	-0.00014	4e-05	-3e-05	0	-2e-05	-2e-05	0
27	-1e-05	3e-05	-0.00014	4e-05	-3e-05	0	-2e-05	-2e-05	0
28	-1e-05	3e-05	-0.00014	4e-05	-3e-05	0	-2e-05	-2e-05	0
29	-1e-05	3e-05	-0.00014	4e-05	-3e-05	0	-2e-05	-2e-05	0
30	-1e-05	3e-05	-0.00014	4e-05	-3e-05	0	-2e-05	-2e-05	0
31	-1e-05	3e-05	-0.00014	4e-05	-3e-05	0	-2e-05	-2e-05	0
32	-1e-05	6e-05	-4e-05	-0.00015	-3e-05	-1e-05	-2e-05	-1e-05	0
33	-1e-05	5e-05	7e-05	2e-05	-1e-05	-4e-05	-2e-05	-4e-05	0
34	-1e-05	5e-05	7e-05	2e-05	-1e-05	-4e-05	-2e-05	-4e-05	0
35	-1e-05	5e-05	7e-05	2e-05	-1e-05	-4e-05	-2e-05	-4e-05	0
41	-1e-05	5e-05	7e-05	2e-05	-1e-05	-4e-05	-2e-05	-4e-05	0
42	-1e-05	5e-05	7e-05	2e-05	-1e-05	-4e-05	-2e-05	-4e-05	0
43	-1e-05	5e-05	7e-05	2e-05	-1e-05	-4e-05	-2e-05	-4e-05	0
44	-1e-05	5e-05	7e-05	2e-05	-1e-05	-4e-05	-2e-05	-4e-05	0
45	-1e-05	5e-05	7e-05	2e-05	-1e-05	-4e-05	-2e-05	-4e-05	0
46	-1e-05	5e-05	7e-05	2e-05	-1e-05	-4e-05	-2e-05	-4e-05	0
47	-1e-05	5e-05	7e-05	2e-05	-1e-05	-4e-05	-2e-05	-4e-05	0
48	-1e-05	5e-05	7e-05	2e-05	-1e-05	-4e-05	-2e-05	-4e-05	0
49	-1e-05	5e-05	7e-05	2e-05	-1e-05	-4e-05	-2e-05	-4e-05	0
50	-1e-05	5e-05	7e-05	2e-05	-1e-05	-4e-05	-2e-05	-4e-05	0
51	-1e-05	5e-05	7e-05	2e-05	-1e-05	-4e-05	-2e-05	-4e-05	0
52	-1e-05	5e-05	7e-05	2e-05	-1e-05	-4e-05	-2e-05	-4e-05	0
53	-1e-05	5e-05	7e-05	2e-05	-1e-05	-4e-05	-2e-05	-4e-05	0
55	-2e-05	1e-05	5e-05	0	0	1e-05	-1e-05	-1e-05	0
56	-1e-05	-1e-05	0.0001	0	-1e-05	-1e-05	-1e-05	0	0
57	-1e-05	-1e-05	0.0001	0	-1e-05	-1e-05	-1e-05	0	0
58	-1e-05	-1e-05	0.0001	0	-1e-05	-1e-05	-1e-05	0	0
59	-1e-05	-1e-05	0.0001	0	-1e-05	-1e-05	-1e-05	0	0
60	-1e-05	-1e-05	0.0001	0	-1e-05	-1e-05	-1e-05	0	0
61	-1e-05	-1e-05	0.0001	0	-1e-05	-1e-05	-1e-05	0	0
62	-1e-05	-1e-05	0.0001	0	-1e-05	-1e-05	-1e-05	0	0
63	-1e-05	-1e-05	0.0001	0	-1e-05	-1e-05	-1e-05	0	0
64	-1e-05	-1e-05	0.0001	0	-1e-05	-1e-05	-1e-05	0	0
65	-1e-05	-1e-05	0.0001	0	-1e-05	-1e-05	-1e-05	0	0
66	-1e-05	-1e-05	0.0001	0	-1e-05	-1e-05	-1e-05	0	0
67	-1e-05	-1e-05	0.0001	0	-1e-05	-1e-05	-1e-05	0	0
68	2e-05	3e-05	0.00026	8e-05	2e-05	2e-05	0	0	0
69	2e-05	3e-05	0.00026	8e-05	2e-05	2e-05	0	0	0
70	2e-05	3e-05	0.00026	8e-05	2e-05	2e-05	0	0	0
71	2e-05	3e-05	0.00026	8e-05	2e-05	2e-05	0	0	0
72	2e-05	3e-05	0.00026	8e-05	2e-05	2e-05	0	0	0
73	2e-05	3e-05	0.00026	8e-05	2e-05	2e-05	0	0	0
74	2e-05	3e-05	0.00026	8e-05	2e-05	2e-05	0	0	0
75	2e-05	3e-05	0.00026	8e-05	2e-05	2e-05	0	0	0
76	2e-05	3e-05	0.00026	8e-05	2e-05	2e-05	0	0	0
77	-3e-05	-6e-05	-0.00026	-6e-05	-2e-05	-3e-05	-3e-05	-2e-05	0
78	-3e-05	-6e-05	-0.00026	-6e-05	-2e-05	-3e-05	-3e-05	-2e-05	0
79	-3e-05	-6e-05	-0.00026	-6e-05	-2e-05	-3e-05	-3e-05	-2e-05	0
80	-3e-05	-6e-05	-0.00026	-6e-05	-2e-05	-3e-05	-3e-05	-2e-05	0
81	-3e-05	-6e-05	-0.00026	-6e-05	-2e-05	-3e-05	-3e-05	-2e-05	0
82	-3e-05	-6e-05	-0.00026	-6e-05	-2e-05	-3e-05	-3e-05	-2e-05	0
83	-3e-05	-6e-05	-0.00026	-6e-05	-2e-05	-3e-05	-3e-05	-2e-05	0
84	-3e-05	-6e-05	-0.00026	-6e-05	-2e-05	-3e-05	-3e-05	-2e-05	0
