time	channel1	channel2	channel3	channel4	channel5	channel6	channel7	channel8	class
1	-1e-05	-1e-05	-4e-05	1e-05	1e-05	0	-3e-05	1e-05	0
4	-1e-05	-1e-05	-4e-05	1e-05	1e-05	0	-3e-05	1e-05	0
5	0	0	-1e-05	-1e-05	-3e-05	-1e-05	-1e-05	-1e-05	0
6	0	0	-1e-05	-1e-05	-3e-05	-1e-05	-1e-05	-1e-05	0
7	0	0	-1e-05	-1e-05	-3e-05	-1e-05	-1e-05	-1e-05	0
8	0	0	-1e-05	-1e-05	-3e-05	-1e-05	-1e-05	-1e-05	0
9	0	0	-1e-05	-1e-05	-3e-05	-1e-05	-1e-05	-1e-05	0
10	0	0	-1e-05	-1e-05	-3e-05	-1e-05	-1e-05	-1e-05	0
11	0	0	-1e-05	-1e-05	-3e-05	-1e-05	-1e-05	-1e-05	0
12	0	0	-1e-05	-1e-05	-3e-05	-1e-05	-1e-05	-1e-05	0
14	0	0	-1e-05	-1e-05	-3e-05	-1e-05	-1e-05	-1e-05	0
15	0	0	-1e-05	-1e-05	-3e-05	-1e-05	-1e-05	-1e-05	0
16	0	0	-1e-05	-1e-05	-3e-05	-1e-05	-1e-05	-1e-05	0
17	0	0	-1e-05	-1e-05	-3e-05	-1e-05	-1e-05	-1e-05	0
18	0	0	-1e-05	-1e-05	-3e-05	-1e-05	-1e-05	-1e-05	0
19	0	0	-1e-05	-1e-05	-3e-05	-1e-05	-1e-05	-1e-05	0
20	0	0	-1e-05	-1e-05	-3e-05	-1e-05	-1e-05	-1e-05	0
21	0	0	-1e-05	-1e-05	-3e-05	-1e-05	-1e-05	-1e-05	0
22	0	0	-1e-05	-1e-05	-3e-05	-1e-05	-1e-05	-1e-05	0
23	0	0	-1e-05	-1e-05	-3e-05	-1e-05	-1e-05	-1e-05	0
24	-1e-05	-1e-05	0	-1e-05	-1e-05	0	1e-05	2e-05	0
25	-1e-05	-2e-05	-1e-05	-3e-05	-2e-05	-2e-05	0	-2e-05	0
26	-1e-05	-2e-05	-1e-05	-3e-05	-2e-05	-2e-05	0	-2e-05	0
27	-1e-05	-2e-05	-1e-05	-3e-05	-2e-05	-2e-05	0	-2e-05	0
28	-1e-05	-2e-05	-1e-05	-3e-05	-2e-05	-2e-05	0	-2e-05	0
29	-1e-05	-2e-05	-1e-05	-3e-05	-2e-05	-2e-05	0	-2e-05	0
30	-1e-05	-2e-05	-1e-05	-3e-05	-2e-05	-2e-05	0	-2e-05	0
31	-1e-05	-2e-05	-1e-05	-3e-05	-2e-05	-2e-05	0	-2e-05	0
33	-1e-05	-2e-05	-1e-05	-3e-05	-2e-05	-2e-05	0	-2e-05	0
34	-1e-05	-2e-05	-1e-05	-3e-05	-2e-05	-2e-05	0	-2e-05	0
35	-1e-05	-2e-05	-1e-05	-3e-05	-2e-05	-2e-05	0	-2e-05	0
43	1e-05	0	-2e-05	0	-2e-05	-2e-05	-2e-05	-2e-05	0
44	1e-05	0	-2e-05	0	-2e-05	-2e-05	-2e-05	-2e-05	0
45	1e-05	0	-2e-05	0	-2e-05	-2e-05	-2e-05	-2e-05	0
46	1e-05	0	-2e-05	0	-2e-05	-2e-05	-2e-05	-2e-05	0
47	1e-05	0	-2e-05	0	-2e-05	-2e-05	-2e-05	-2e-05	0
48	-2e-05	-2e-05	-6e-05	-4e-05	-1e-05	0	0	0	0
49	-2e-05	-2e-05	-6e-05	-4e-05	-1e-05	0	0	0	0
50	-2e-05	-2e-05	-6e-05	-4e-05	-1e-05	0	0	0	0
51	-2e-05	-2e-05	-6e-05	-4e-05	-1e-05	0	0	0	0
53	-2e-05	-2e-05	-6e-05	-4e-05	-1e-05	0	0	0	0
54	-2e-05	-2e-05	-6e-05	-4e-05	-1e-05	0	0	0	0
55	-2e-05	-2e-05	-6e-05	-4e-05	-1e-05	0	0	0	0
56	-2e-05	-2e-05	-6e-05	-4e-05	-1e-05	0	0	0	0
57	-2e-05	-2e-05	-6e-05	-4e-05	-1e-05	0	0	0	0
58	-2e-05	-2e-05	-6e-05	-4e-05	-1e-05	0	0	0	0
59	-2e-05	-2e-05	-6e-05	-4e-05	-1e-05	0	0	0	0
60	-2e-05	-2e-05	-6e-05	-4e-05	-1e-05	0	0	0	0
61	-2e-05	-2e-05	-6e-05	-4e-05	-1e-05	0	0	0	0
62	1e-05	-1e-05	0	-1e-05	0	-2e-05	-1e-05	-1e-05	0
65	1e-05	-1e-05	0	-1e-05	0	-2e-05	-1e-05	-1e-05	0
66	1e-05	-1e-05	0	-1e-05	0	-2e-05	-1e-05	-1e-05	0
67	1e-05	-1e-05	0	-1e-05	0	-2e-05	-1e-05	-1e-05	0
68	1e-05	-1e-05	0	-1e-05	0	-2e-05	-1e-05	-1e-05	0
69	1e-05	-1e-05	0	-1e-05	0	-2e-05	-1e-05	-1e-05	0
70	1e-05	-1e-05	0	-1e-05	0	-2e-05	-1e-05	-1e-05	0
71	1e-05	-1e-05	0	-1e-05	0	-2e-05	-1e-05	-1e-05	0
72	1e-05	-1e-05	0	-1e-05	0	-2e-05	-1e-05	-1e-05	0
73	1e-05	-1e-05	0	-1e-05	0	-2e-05	-1e-05	-1e-05	0
74	1e-05	-1e-05	0	-1e-05	0	-2e-05	-1e-05	-1e-05	0
75	1e-05	-1e-05	0	-1e-05	0	-2e-05	-1e-05	-1e-05	0
76	1e-05	-1e-05	0	-1e-05	0	-2e-05	-1e-05	-1e-05	0
77	1e-05	-1e-05	0	-1e-05	0	-2e-05	-1e-05	-1e-05	0
78	1e-05	-1e-05	0	-1e-05	0	-2e-05	-1e-05	-1e-05	0
79	1e-05	-1e-05	0	-1e-05	0	-2e-05	-1e-05	-1e-05	0
80	1e-05	-1e-05	0	-1e-05	0	-2e-05	-1e-05	-1e-05	0
81	1e-05	-1e-05	0	-1e-05	0	-2e-05	-1e-05	-1e-05	0
82	1e-05	-1e-05	0	-1e-05	0	-2e-05	-1e-05	-1e-05	0
83	1e-05	-1e-05	0	-1e-05	0	-2e-05	-1e-05	-1e-05	0
84	-2e-05	0	-2e-05	0	-1e-05	-3e-05	-2e-05	-1e-05	0
85	2e-05	2e-05	3e-05	7e-05	1e-05	-2e-05	2e-05	-1e-05	0
87	2e-05	2e-05	3e-05	7e-05	1e-05	-2e-05	2e-05	-1e-05	0
89	2e-05	2e-05	3e-05	7e-05	1e-05	-2e-05	2e-05	-1e-05	0
91	2e-05	2e-05	3e-05	7e-05	1e-05	-2e-05	2e-05	-1e-05	0
92	2e-05	2e-05	3e-05	7e-05	1e-05	-2e-05	2e-05	-1e-05	0
93	2e-05	2e-05	3e-05	7e-05	1e-05	-2e-05	2e-05	-1e-05	0
