time	channel1	channel2	channel3	channel4	channel5	channel6	channel7	channel8	class
1	0	0	1e-05	-4e-05	-1e-05	-2e-05	-1e-05	0	0
3	0	0	1e-05	-4e-05	-1e-05	-2e-05	-1e-05	0	0
4	0	0	1e-05	-4e-05	-1e-05	-2e-05	-1e-05	0	0
5	0	0	1e-05	-4e-05	-1e-05	-2e-05	-1e-05	0	0
6	0	0	1e-05	-4e-05	-1e-05	-2e-05	-1e-05	0	0
7	0	0	1e-05	-4e-05	-1e-05	-2e-05	-1e-05	0	0
8	0	0	1e-05	-4e-05	-1e-05	-2e-05	-1e-05	0	0
9	0	0	1e-05	-4e-05	-1e-05	-2e-05	-1e-05	0	0
10	0	0	1e-05	-4e-05	-1e-05	-2e-05	-1e-05	0	0
11	0	0	1e-05	-4e-05	-1e-05	-2e-05	-1e-05	0	0
12	0	0	1e-05	-4e-05	-1e-05	-2e-05	-1e-05	0	0
13	0	0	1e-05	-4e-05	-1e-05	-2e-05	-1e-05	0	0
14	0	0	1e-05	-4e-05	-1e-05	-2e-05	-1e-05	0	0
15	0	0	1e-05	-4e-05	-1e-05	-2e-05	-1e-05	0	0
16	0	0	1e-05	-4e-05	-1e-05	-2e-05	-1e-05	0	0
17	0	0	1e-05	-4e-05	-1e-05	-2e-05	-1e-05	0	0
18	-1e-05	-2e-05	-4e-05	-2e-05	0	0	0	2e-05	0
19	0	1e-05	5e-05	6e-05	0	0	-1e-05	-1e-05	0
20	0	1e-05	5e-05	6e-05	0	0	-1e-05	-1e-05	0
21	0	1e-05	5e-05	6e-05	0	0	-1e-05	-1e-05	0
22	0	1e-05	5e-05	6e-05	0	0	-1e-05	-1e-05	0
23	0	1e-05	5e-05	6e-05	0	0	-1e-05	-1e-05	0
24	0	1e-05	5e-05	6e-05	0	0	-1e-05	-1e-05	0
25	-1e-05	-2e-05	-4e-05	-3e-05	-3e-05	-1e-05	-1e-05	-1e-05	0
26	-1e-05	-2e-05	-4e-05	-3e-05	-3e-05	-1e-05	-1e-05	-1e-05	0
27	-1e-05	-2e-05	-4e-05	-3e-05	-3e-05	-1e-05	-1e-05	-1e-05	0
28	-1e-05	-2e-05	-4e-05	-3e-05	-3e-05	-1e-05	-1e-05	-1e-05	0
29	-1e-05	-2e-05	-4e-05	-3e-05	-3e-05	-1e-05	-1e-05	-1e-05	0
30	-1e-05	-2e-05	-4e-05	-3e-05	-3e-05	-1e-05	-1e-05	-1e-05	0
