time	channel1	channel2	channel3	channel4	channel5	channel6	channel7	channel8	class
1	-2e-05	-5e-05	0	-5e-05	-2e-05	-1e-05	-2e-05	-2e-05	0
5	-2e-05	-8e-05	-9e-05	-4e-05	-2e-05	-4e-05	-3e-05	-1e-05	0
6	-2e-05	-8e-05	-9e-05	-4e-05	-2e-05	-4e-05	-3e-05	-1e-05	0
7	-2e-05	-8e-05	-9e-05	-4e-05	-2e-05	-4e-05	-3e-05	-1e-05	0
8	-2e-05	-8e-05	-9e-05	-4e-05	-2e-05	-4e-05	-3e-05	-1e-05	0
9	-2e-05	-8e-05	-9e-05	-4e-05	-2e-05	-4e-05	-3e-05	-1e-05	0
10	0	-1e-05	3e-05	1e-05	2e-05	1e-05	1e-05	1e-05	0
11	0	-1e-05	3e-05	1e-05	2e-05	1e-05	1e-05	1e-05	0
12	0	-1e-05	3e-05	1e-05	2e-05	1e-05	1e-05	1e-05	0
13	0	-1e-05	3e-05	1e-05	2e-05	1e-05	1e-05	1e-05	0
14	0	-1e-05	3e-05	1e-05	2e-05	1e-05	1e-05	1e-05	0
15	0	-1e-05	3e-05	1e-05	2e-05	1e-05	1e-05	1e-05	0
16	0	-1e-05	3e-05	1e-05	2e-05	1e-05	1e-05	1e-05	0
17	0	-1e-05	3e-05	1e-05	2e-05	1e-05	1e-05	1e-05	0
18	0	-1e-05	3e-05	1e-05	2e-05	1e-05	1e-05	1e-05	0
19	0	-1e-05	3e-05	1e-05	2e-05	1e-05	1e-05	1e-05	0
20	0	-1e-05	3e-05	1e-05	2e-05	1e-05	1e-05	1e-05	0
21	0	-1e-05	3e-05	1e-05	2e-05	1e-05	1e-05	1e-05	0
22	0	-1e-05	3e-05	1e-05	2e-05	1e-05	1e-05	1e-05	0
23	0	-1e-05	3e-05	1e-05	2e-05	1e-05	1e-05	1e-05	0
24	0	-1e-05	3e-05	1e-05	2e-05	1e-05	1e-05	1e-05	0
25	0	-1e-05	3e-05	1e-05	2e-05	1e-05	1e-05	1e-05	0
26	0	-1e-05	3e-05	1e-05	2e-05	1e-05	1e-05	1e-05	0
27	0	-1e-05	3e-05	1e-05	2e-05	1e-05	1e-05	1e-05	0
28	0	-1e-05	3e-05	1e-05	2e-05	1e-05	1e-05	1e-05	0
29	0	-1e-05	3e-05	1e-05	2e-05	1e-05	1e-05	1e-05	0
30	0	-1e-05	3e-05	1e-05	2e-05	1e-05	1e-05	1e-05	0
31	0	-1e-05	3e-05	1e-05	2e-05	1e-05	1e-05	1e-05	0
34	0	-7e-05	-0.00023	-0.00012	-3e-05	-4e-05	-2e-05	-1e-05	0
35	0	-7e-05	-0.00023	-0.00012	-3e-05	-4e-05	-2e-05	-1e-05	0
44	0	-7e-05	-0.00023	-0.00012	-3e-05	-4e-05	-2e-05	-1e-05	0
46	0	-7e-05	-0.00023	-0.00012	-3e-05	-4e-05	-2e-05	-1e-05	0
47	1e-05	4e-05	5e-05	-1e-05	0	-3e-05	-1e-05	0	0
48	-3e-05	2e-05	9e-05	3e-05	-1e-05	1e-05	-1e-05	-2e-05	0
49	1e-05	0	8e-05	7e-05	-2e-05	0	1e-05	1e-05	0
50	1e-05	0	8e-05	7e-05	-2e-05	0	1e-05	1e-05	0
51	1e-05	0	8e-05	7e-05	-2e-05	0	1e-05	1e-05	0
52	1e-05	0	8e-05	7e-05	-2e-05	0	1e-05	1e-05	0
53	1e-05	0	8e-05	7e-05	-2e-05	0	1e-05	1e-05	0
54	1e-05	0	8e-05	7e-05	-2e-05	0	1e-05	1e-05	0
55	1e-05	0	8e-05	7e-05	-2e-05	0	1e-05	1e-05	0
56	1e-05	0	8e-05	7e-05	-2e-05	0	1e-05	1e-05	0
57	1e-05	0	8e-05	7e-05	-2e-05	0	1e-05	1e-05	0
58	1e-05	0	8e-05	7e-05	-2e-05	0	1e-05	1e-05	0
59	1e-05	0	8e-05	7e-05	-2e-05	0	1e-05	1e-05	0
60	1e-05	0	8e-05	7e-05	-2e-05	0	1e-05	1e-05	0
61	-1e-05	-6e-05	-0.0001	-2e-05	-3e-05	-1e-05	-3e-05	-3e-05	0
62	-1e-05	-6e-05	-0.0001	-2e-05	-3e-05	-1e-05	-3e-05	-3e-05	0
63	-1e-05	-6e-05	-0.0001	-2e-05	-3e-05	-1e-05	-3e-05	-3e-05	0
64	-1e-05	-6e-05	-0.0001	-2e-05	-3e-05	-1e-05	-3e-05	-3e-05	0
65	-1e-05	-6e-05	-0.0001	-2e-05	-3e-05	-1e-05	-3e-05	-3e-05	0
66	-1e-05	-6e-05	-0.0001	-2e-05	-3e-05	-1e-05	-3e-05	-3e-05	0
67	-1e-05	-6e-05	-0.0001	-2e-05	-3e-05	-1e-05	-3e-05	-3e-05	0
68	-1e-05	-6e-05	-0.0001	-2e-05	-3e-05	-1e-05	-3e-05	-3e-05	0
69	0	-2e-05	1e-05	3e-05	-2e-05	-1e-05	-2e-05	-1e-05	0
70	0	-2e-05	1e-05	3e-05	-2e-05	-1e-05	-2e-05	-1e-05	0
71	-2e-05	-1e-05	-7e-05	-5e-05	1e-05	-3e-05	0	-1e-05	0
72	-2e-05	-1e-05	-7e-05	-5e-05	1e-05	-3e-05	0	-1e-05	0
73	-2e-05	-1e-05	-7e-05	-5e-05	1e-05	-3e-05	0	-1e-05	0
74	-2e-05	-1e-05	-7e-05	-5e-05	1e-05	-3e-05	0	-1e-05	0
75	-2e-05	-1e-05	-7e-05	-5e-05	1e-05	-3e-05	0	-1e-05	0
76	-2e-05	-1e-05	-7e-05	-5e-05	1e-05	-3e-05	0	-1e-05	0
77	-2e-05	-1e-05	-7e-05	-5e-05	1e-05	-3e-05	0	-1e-05	0
78	-2e-05	-1e-05	-7e-05	-5e-05	1e-05	-3e-05	0	-1e-05	0
79	-2e-05	-1e-05	-7e-05	-5e-05	1e-05	-3e-05	0	-1e-05	0
81	-2e-05	-1e-05	-7e-05	-5e-05	1e-05	-3e-05	0	-1e-05	0
82	-2e-05	-1e-05	-7e-05	-5e-05	1e-05	-3e-05	0	-1e-05	0
83	-2e-05	-1e-05	-7e-05	-5e-05	1e-05	-3e-05	0	-1e-05	0
84	-2e-05	-1e-05	-7e-05	-5e-05	1e-05	-3e-05	0	-1e-05	0
85	-2e-05	-1e-05	9e-05	4e-05	-1e-05	1e-05	0	0	0
87	-3e-05	-1e-05	-5e-05	-6e-05	-1e-05	1e-05	-1e-05	-1e-05	0
89	-3e-05	-1e-05	-5e-05	-6e-05	-1e-05	1e-05	-1e-05	-1e-05	0
90	-3e-05	-1e-05	-5e-05	-6e-05	-1e-05	1e-05	-1e-05	-1e-05	0
91	-3e-05	-1e-05	-5e-05	-6e-05	-1e-05	1e-05	-1e-05	-1e-05	0
92	-3e-05	-1e-05	-5e-05	-6e-05	-1e-05	1e-05	-1e-05	-1e-05	0
93	-3e-05	-1e-05	-5e-05	-6e-05	-1e-05	1e-05	-1e-05	-1e-05	0
94	-3e-05	-1e-05	-5e-05	-6e-05	-1e-05	1e-05	-1e-05	-1e-05	0
95	-3e-05	-1e-05	-5e-05	-6e-05	-1e-05	1e-05	-1e-05	-1e-05	0
96	-3e-05	-1e-05	-5e-05	-6e-05	-1e-05	1e-05	-1e-05	-1e-05	0
97	-3e-05	-1e-05	-5e-05	-6e-05	-1e-05	1e-05	-1e-05	-1e-05	0
98	-3e-05	-1e-05	-5e-05	-6e-05	-1e-05	1e-05	-1e-05	-1e-05	0
99	-3e-05	-1e-05	-5e-05	-6e-05	-1e-05	1e-05	-1e-05	-1e-05	0
100	-3e-05	-1e-05	-5e-05	-6e-05	-1e-05	1e-05	-1e-05	-1e-05	0
101	-3e-05	-1e-05	-5e-05	-6e-05	-1e-05	1e-05	-1e-05	-1e-05	0
102	-3e-05	-1e-05	-5e-05	-6e-05	-1e-05	1e-05	-1e-05	-1e-05	0
103	-3e-05	-1e-05	-5e-05	-6e-05	-1e-05	1e-05	-1e-05	-1e-05	0
104	-3e-05	-1e-05	-5e-05	-6e-05	-1e-05	1e-05	-1e-05	-1e-05	0
105	-3e-05	-1e-05	-5e-05	-6e-05	-1e-05	1e-05	-1e-05	-1e-05	0
106	-3e-05	-1e-05	-5e-05	-6e-05	-1e-05	1e-05	-1e-05	-1e-05	0
107	-2e-05	-6e-05	-0.00012	1e-05	0	-3e-05	-1e-05	0	0
108	-2e-05	-6e-05	-0.00012	1e-05	0	-3e-05	-1e-05	0	0
109	-3e-05	0	-1e-05	-1e-05	0	-2e-05	-2e-05	-1e-05	0
110	-3e-05	0	-1e-05	-1e-05	0	-2e-05	-2e-05	-1e-05	0
111	-3e-05	0	-1e-05	-1e-05	0	-2e-05	-2e-05	-1e-05	0
112	-3e-05	0	-1e-05	-1e-05	0	-2e-05	-2e-05	-1e-05	0
113	-3e-05	0	-1e-05	-1e-05	0	-2e-05	-2e-05	-1e-05	0
114	-3e-05	0	-1e-05	-1e-05	0	-2e-05	-2e-05	-1e-05	0
115	-3e-05	0	-1e-05	-1e-05	0	-2e-05	-2e-05	-1e-05	0
116	-3e-05	0	-1e-05	-1e-05	0	-2e-05	-2e-05	-1e-05	0
117	-3e-05	0	-1e-05	-1e-05	0	-2e-05	-2e-05	-1e-05	0
118	-3e-05	0	-1e-05	-1e-05	0	-2e-05	-2e-05	-1e-05	0
119	-3e-05	0	-1e-05	-1e-05	0	-2e-05	-2e-05	-1e-05	0
120	-3e-05	0	-1e-05	-1e-05	0	-2e-05	-2e-05	-1e-05	0
121	3e-05	4e-05	6e-05	-2e-05	-1e-05	0	0	-2e-05	0
122	3e-05	4e-05	6e-05	-2e-05	-1e-05	0	0	-2e-05	0
123	3e-05	4e-05	6e-05	-2e-05	-1e-05	0	0	-2e-05	0
124	3e-05	4e-05	6e-05	-2e-05	-1e-05	0	0	-2e-05	0
125	3e-05	4e-05	6e-05	-2e-05	-1e-05	0	0	-2e-05	0
126	3e-05	4e-05	6e-05	-2e-05	-1e-05	0	0	-2e-05	0
127	3e-05	4e-05	6e-05	-2e-05	-1e-05	0	0	-2e-05	0
128	3e-05	4e-05	6e-05	-2e-05	-1e-05	0	0	-2e-05	0
129	3e-05	4e-05	6e-05	-2e-05	-1e-05	0	0	-2e-05	0
130	3e-05	4e-05	6e-05	-2e-05	-1e-05	0	0	-2e-05	0
131	3e-05	4e-05	6e-05	-2e-05	-1e-05	0	0	-2e-05	0
132	3e-05	4e-05	6e-05	-2e-05	-1e-05	0	0	-2e-05	0
133	3e-05	4e-05	6e-05	-2e-05	-1e-05	0	0	-2e-05	0
134	3e-05	4e-05	6e-05	-2e-05	-1e-05	0	0	-2e-05	0
135	3e-05	4e-05	6e-05	-2e-05	-1e-05	0	0	-2e-05	0
136	-4e-05	-6e-05	-5e-05	0	-1e-05	-2e-05	-3e-05	-5e-05	0
138	-4e-05	-6e-05	-5e-05	0	-1e-05	-2e-05	-3e-05	-5e-05	0
139	-4e-05	-6e-05	-5e-05	0	-1e-05	-2e-05	-3e-05	-5e-05	0
140	-4e-05	-6e-05	-5e-05	0	-1e-05	-2e-05	-3e-05	-5e-05	0
141	-4e-05	-6e-05	-5e-05	0	-1e-05	-2e-05	-3e-05	-5e-05	0
142	-4e-05	-6e-05	-5e-05	0	-1e-05	-2e-05	-3e-05	-5e-05	0
143	-4e-05	-6e-05	-5e-05	0	-1e-05	-2e-05	-3e-05	-5e-05	0
144	-2e-05	0	-5e-05	-1e-05	-2e-05	-1e-05	0	0	0
145	-3e-05	-4e-05	-4e-05	-3e-05	-2e-05	-3e-05	-1e-05	1e-05	0
146	0	-3e-05	-2e-05	-2e-05	-2e-05	-2e-05	1e-05	-2e-05	0
